Date,Invoice ID,Product Line,Item_Type,BASEUNIT,Quantity,Unit price,Tax 5%,cogs,Total,DIVISION
02/15/2019,SI664-BNY-78/79,VICTORY HB GRAPHITE PENCIL,Dairy,PC,3,67.1,10.065,201.3,211.365,Suryabinayak
04/03/2019,SI664-BNY-78/79,DABUR RED TOOTHPASTE 40GMS,Meat,PC,10,48.63,24.315,486.3,510.615,Suryabinayak
01/29/2019,SI664-BNY-78/79,AAYO NOON 1KG,Household,PC,5,87.37,21.8425,436.85,458.6925,Suryabinayak
02/28/2019,SI664-BNY-78/79,CELLO SUNFLOWER OIL 500ML ,Dairy,PC,6,80.62,24.186,483.72,507.906,Suryabinayak
03/20/2019,SI664-BNY-78/79,CENTURY CHICKEN MASALA 50GMS,Starchy Foods,PC,9,93.96,42.282,845.64,887.922,Suryabinayak
11/01/2019,SI665-BNY-78/79,HIMALAYA BABY POWDER 50GMS,Breads,PC,6,96.52,28.956,579.12,608.076,Suryabinayak
01/15/2019,SI666-BNY-78/79,SURF EXCEL QUICK WASH 500 GMS ,Fruits and Vegetables,PC,6,11.43,3.429,68.58,72.009,Suryabinayak
02/22/2019,SI667-BNY-78/79,PATANJALI HONEY 500GMS,Household,PC,10,24.49,12.245,244.9,257.145,Suryabinayak
04/03/2019,SI668-BNY-78/79,BMG MIX MASALA POWDER WT 200GM,Frozen Foods,kg,9,48.96,22.032,440.64,462.672,Suryabinayak
03/17/2019,SI669-BNY-78/79,HIMALAYA PURIFYING NEEM FACE WASH 150ML,Frozen Foods,PC,4,77.47,15.494,309.88,325.374,Suryabinayak
08/01/2019,SI670-BNY-78/79,LOCAL PISTA 100GM,Fruits and Vegetables,PC,4,50.23,10.046,200.92,210.966,Suryabinayak
03/22/2019,SI671-BNY-78/79,ROZA TUNA CHUNK IN BRINE 185GMS ,Dairy,PC,1,95.15,4.7575,95.15,99.9075,Suryabinayak
01/24/2019,SI671-BNY-78/79,LOCAL MEDIUM MUSURO DAAL 500GM,Health and Hygiene,kg,8,48.62,19.448,388.96,408.408,Suryabinayak
04/03/2019,SI671-BNY-78/79,BRITANNIA SUGAR FREE DIGESTIVE BISCUITS 200GMS,Fruits and Vegetables,PC,3,68.71,10.3065,206.13,216.4365,Suryabinayak
01/24/2019,SI671-BNY-78/79,PAICHO BITTER GOURD PICKLE 400GM,Meat,PC,8,10.56,4.224,84.48,88.704,Suryabinayak
03/26/2019,SI671-BNY-78/79,PAICHO BAMBOO SHOOT PICKLE 400GMS,Fruits and Vegetables,PC,1,52.38,2.619,52.38,54.999,Suryabinayak
02/15/2019,SI672-BNY-78/79,HALDIRAMS KAJU MIXTURE 200GMS,Fruits and Vegetables,PC,3,51.94,7.791,155.82,163.611,Suryabinayak
01/26/2019,SI672-BNY-78/79,MCVITIES DIGESTIVE WHOLE WHEAT 500GMS ,Dairy,PC,1,21.32,1.066,21.32,22.386,Suryabinayak
01/19/2019,SI672-BNY-78/79,GILLETTE 7 O'ÇLOCK PII RAZOR,Baking Goods,PC,6,99.1,29.73,594.6,624.33,Suryabinayak
01/25/2019,SI672-BNY-78/79,CURRENT NOODLES HOT N LEMON 100GMS,Canned,PC,1,74.1,3.705,74.1,77.805,Suryabinayak
07/03/2019,SI672-BNY-78/79,BRITANNIA NAUTRI CHOICE SUGAR FREE CRACKER 300GMS,Snack Foods,PC,4,28.31,5.662,113.24,118.902,Suryabinayak
01/23/2019,SI672-BNY-78/79,DIVELLA SPAGHETTI RISTORANTE 8 500GMS ,Dairy,PC,9,47.63,21.4335,428.67,450.1035,Suryabinayak
08/01/2019,SI672-BNY-78/79,PAYO POTATO CHIPS CREAM AND ONION FLAVOUR 55GM,Meat,PKT,3,79.59,11.9385,238.77,250.7085,Suryabinayak
01/18/2019,SI673-BNY-78/79,LOTUS WHITEGLOW BB CREAM,Soft Drinks,PC,6,89.06,26.718,534.36,561.078,Suryabinayak
03/19/2019,SI673-BNY-78/79,POONAM GULAB JAL 50ML,Health and Hygiene,PC,2,83.34,8.334,166.68,175.014,Suryabinayak
01/13/2019,SI673-BNY-78/79,GYAN MUSTARD OIL 2LTR JAR,Frozen Foods,PC,7,45.58,15.953,319.06,335.013,Suryabinayak
01/28/2019,SI674-BNY-78/79,SNOW FUN TOP KULFI ,Dairy,PC,7,11.53,4.0355,80.71,84.7455,Suryabinayak
07/02/2019,SI674-BNY-78/79,AZZABKO CHOCOLATE 500ML,Starchy Foods,PC,8,93.12,37.248,744.96,782.208,Suryabinayak
02/25/2019,SI675-BNY-78/79,14 BIRTHDAY BOY CUP,Starchy Foods,PC,3,99.6,14.94,298.8,313.74,panga
11/03/2019,SI676-BNY-78/79,12 DRAGON CUP,Fruits and Vegetables,PC,4,94.67,18.934,378.68,397.614,panga
03/30/2019,SI677-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 500GMS,Breads,kg,5,89.48,22.37,447.4,469.77,panga
02/17/2019,SI677-BNY-78/79,WATER BOTTLE ROUND 1000ML,Household,PC,3,92.09,13.8135,276.27,290.0835,panga
03/28/2019,SI677-BNY-78/79,CHANA 1KG,Frozen Foods,kg,7,10.08,3.528,70.56,74.088,panga
06/01/2019,SI677-BNY-78/79,LIFEBUOY TOTAL ACTIVE SILVER95GM*4PCS,Fruits and Vegetables,PC,7,42.57,14.8995,297.99,312.8895,panga
02/19/2019,SI677-BNY-78/79,NEBICO COCONUT CRUNCHES 75GMS,Snack Foods,PC,9,98.66,44.397,887.94,932.337,panga
05/02/2019,SI678-BNY-78/79,KOOL MANGO FRUTI 200ML,Dairy,PC,2,20.89,2.089,41.78,43.869,panga
03/25/2019,SI679-BNY-78/79,KODAK HEAVY DUTY BATTERY AAA,Health and Hygiene,PC,3,15.8,2.37,47.4,49.77,panga
11/02/2019,SI679-BNY-78/79,SCISSORS LTIGH QUALITY STAINLESS 1203 (175),Household,PC,3,80.08,12.012,240.24,252.252,panga
04/03/2019,SI680-BNY-78/79,PARACHUTE RB COCONUT HAIR OIL 50ML,Baking Goods,PC,4,74.66,14.932,298.64,313.572,panga
01/23/2019,SI681-BNY-78/79,CADBURY DAIRY MILK 6.6GMS ,Frozen Foods,PC,4,58.15,11.63,232.6,244.23,panga
09/02/2019,SI682-BNY-78/79,SAMPOORNA MUSTARD OIL 1LTR POUCH,Canned,PC,1,31.84,1.592,31.84,33.432,panga
02/22/2019,SI682-BNY-78/79,AAYO NOON 1KG,Frozen Foods,PC,1,65.82,3.291,65.82,69.111,panga
02/18/2019,SI683-BNY-78/79,mask ,Snack Foods,PC,7,88.34,30.919,618.38,649.299,panga
09/03/2019,SI684-BNY-78/79,MUNAYCITO DISH WASH PAD,Household,PC,4,25.51,5.102,102.04,107.142,panga
01/15/2019,SI684-BNY-78/79,GHAILA MUSTARD OIL 500ML ,Dairy,CASE,6,93.72,28.116,562.32,590.436,panga
08/02/2019,SI684-BNY-78/79,PAICHO LEMON PICKLE 400GMS,Canned,PC,1,33.52,1.676,33.52,35.196,panga
01/25/2019,SI685-BNY-78/79,PAICHO LEMON PICKLE 400GMS,Soft Drinks,PC,5,88.36,22.09,441.8,463.89,panga
01/28/2019,SI685-BNY-78/79,BOBBY PREMIUM CTC TEA 200GM,Health and Hygiene,kg,9,78.07,35.1315,702.63,737.7615,panga
10/01/2019,SI685-BNY-78/79,GUSTOZIO CHICKEN SOUP POWDER 42GMS,Fruits and Vegetables,PC,8,83.78,33.512,670.24,703.752,panga
03/03/2019,SI685-BNY-78/79,MUNAYCITO DISH WASH PAD,Canned,PC,8,30.12,12.048,240.96,253.008,panga
08/02/2019,SI685-BNY-78/79,NESCAFE RED CUP 45GMS ,Dairy,PC,6,69.12,20.736,414.72,435.456,panga
09/03/2019,SI685-BNY-78/79,HIMALAYA MOISTURIZING ALOE VERA FACE WASH 50ML,Household,PC,4,93.96,18.792,375.84,394.632,panga
02/14/2019,SI685-BNY-78/79,LOLANE NATURA HAIR TREATMNT 250GMS,Dairy,PC,4,75.74,15.148,302.96,318.108,panga
02/27/2019,SI685-BNY-78/79,NMC THEKI DAHI 500ML,Frozen Foods,PC,6,76.99,23.097,461.94,485.037,panga
05/03/2019,SI686-BNY-78/79,NMC THEKI DAHI 500ML,Household,PC,6,82.7,24.81,496.2,521.01,panga
03/19/2019,SI687-BNY-78/79,KAAYA BINDI BEAUTY,Frozen Foods,PC,7,30.35,10.6225,212.45,223.0725,panga
02/15/2019,SI688-BNY-78/79,KARBON GLASS TURTLE NO.1,Baking Goods,PC,7,72.84,25.494,509.88,535.374,panga
01/25/2019,SI688-BNY-78/79,KAAYA BINDI BEAUTY,Frozen Foods,PC,7,39.62,13.867,277.34,291.207,panga
10/02/2019,SI689-BNY-78/79,NMC PANEER 200GM,Household,kg,4,34.84,6.968,139.36,146.328,panga
02/16/2019,SI690-BNY-78/79,TIDE ULTRA MATIC FL & TL ANTI GERM 1KG ,Baking Goods,PC,10,51.91,25.955,519.1,545.055,panga
04/01/2019,SI691-BNY-78/79,NEERA HERBAL HENNA HAIR COLOR,Fruits and Vegetables,PC,1,72.17,3.6085,72.17,75.7785,panga
08/02/2019,SI691-BNY-78/79,WHISPER CHOICE WINGS 7 PADS,Snack Foods,PC,4,46.47,9.294,185.88,195.174,panga
03/15/2019,SI691-BNY-78/79,BRITANNIA TOASTEA SUJI RUSK 305GMS,Canned,PC,4,57.49,11.498,229.96,241.458,panga
11/03/2019,SI692-BNY-78/79,PRASANSHA COOKIES SMALL BOX,Frozen Foods,PKT,7,29.61,10.3635,207.27,217.6335,panga
03/24/2019,SI693-BNY-78/79,HUXIA BEAUTY MATTE LIPSTICK 3D,Household,PC,5,24.77,6.1925,123.85,130.0425,panga
02/26/2019,SI693-BNY-78/79,PRASANSHA COOKIES BIG BOX ,Meat,PKT,6,90.7,27.21,544.2,571.41,panga
01/26/2019,SI693-BNY-78/79,BLACK TOP,Baking Goods,PC,2,81.37,8.137,162.74,170.877,panga
11/02/2019,SI693-BNY-78/79,EARRING ,Household,PC,9,84.09,37.8405,756.81,794.6505,panga
02/21/2019,SI694-BNY-78/79,KAAYA BINDI BEAUTY,Snack Foods,PC,4,73.82,14.764,295.28,310.044,panga
02/03/2019,SI695-BNY-78/79,CHIMTY,Hard Drinks,PC,5,13.22,3.305,66.1,69.405,panga
09/02/2019,SI696-BNY-78/79,CADBURY DAIRY MILK CRISPELLO 13GMS,Frozen Foods,PC,3,81.4,12.21,244.2,256.41,panga
01/29/2019,SI696-BNY-78/79,LIFEBUOY TOTAL ACTIVE SILVER95GM*4PCS,Canned,PC,4,32.62,6.524,130.48,137.004,panga
03/13/2019,SI696-BNY-78/79,AZZABKO 21LOVE POLY TUBE 1000ML,Snack Foods,PC,4,38.3,7.66,153.2,160.86,panga
08/01/2019,SI696-BNY-78/79,BRITE ORIGINAL DISH WASH PAD,Baking Goods,PC,10,74.6,37.3,746,783.3,panga
07/01/2019,SI697-BNY-78/79,MANGAL SUTRA BOX,Fruits and Vegetables,PC,7,47.97,16.7895,335.79,352.5795,panga
02/20/2019,SI697-BNY-78/79,HUXIA BEAUTY MATTE LIPSTICK 3D,Dairy,PC,5,66.68,16.67,333.4,350.07,panga
02/23/2019,SI697-BNY-78/79,PRASANSHA BAKERY BISCUITE ,Fruits and Vegetables,PKT,8,14.96,5.984,119.68,125.664,panga
01/31/2019,SI698-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 1KG,Frozen Foods,kg,6,79.93,23.979,479.58,503.559,panga
07/02/2019,SI698-BNY-78/79,CLEAR COMPLETE ACTIVE CARE OIL 150ML ,Health and Hygiene,PC,9,22.02,9.909,198.18,208.089,panga
02/24/2019,SI699-BNY-78/79,BAMBINO MIXED VEGETABLE SOUP  POWDER 45GMS,Breads,PC,6,57.95,17.385,347.7,365.085,panga
02/15/2019,SI699-BNY-78/79,NMC PANEER 200GM,Household,kg,7,76.9,26.915,538.3,565.215,panga
02/03/2019,SI700-BNY-78/79,KARBON GLASS TURTLE NO.1,Snack Foods,PC,9,27,12.15,243,255.15,panga
03/16/2019,SI700-BNY-78/79,CADBURY ORIGINAL (VANILLA) 46.3GMS,Fruits and Vegetables,PC,1,74.97,3.7485,74.97,78.7185,panga
02/02/2019,SI701-BNY-78/79,GILLETTE VECTOR +6S ,Snack Foods,PC,7,26.26,9.191,183.82,193.011,panga
01/14/2019,SI702-BNY-78/79,OLD DURBAR BLACK CHIMNEY 180ML,Frozen Foods,PC,5,99.69,24.9225,498.45,523.3725,panga
01/31/2019,SI703-BNY-78/79,GILLETTE VECTOR +6S ,Fruits and Vegetables,PC,1,75.82,3.791,75.82,79.611,panga
01/26/2019,SI704-BNY-78/79,PRASSANSHA BREAD RUSK LOW FAT,Frozen Foods,PC,10,37.95,18.975,379.5,398.475,panga
03/15/2019,SI705-BNY-78/79,BIRTHDAY CANDLE '20' 1PC,Household,PC,9,13.59,6.1155,122.31,128.4255,panga
04/03/2019,SI705-BNY-78/79,PARTY POPPER BIG,Household,PC,9,19.24,8.658,173.16,181.818,panga
04/01/2019,SI705-BNY-78/79,BIRTHDAY SLASH BODY FITA ,Frozen Foods,PC,4,68.71,13.742,274.84,288.582,panga
02/01/2019,SI705-BNY-78/79,KAMMER BELT JHUMKA,Dairy,PC,10,34.21,17.105,342.1,359.205,panga
02/01/2019,SI706-BNY-78/79,LIFE MOONG KHOSTA 1 KG,Dairy,PC,9,40.61,18.2745,365.49,383.7645,panga
02/27/2019,SI706-BNY-78/79,LOCAL PISTA 100GM,Frozen Foods,PC,5,67.27,16.8175,336.35,353.1675,panga
01/01/2019,SI707-BNY-78/79,KALPA AATA  2KG,Baking Goods,PC,6,74.71,22.413,448.26,470.673,panga
02/01/2019,SI707-BNY-78/79,PARLE TOP RICH BUTTER CRACKERS 100GM ,Fruits and Vegetables,PC,6,22.01,6.603,132.06,138.663,panga
02/13/2019,SI707-BNY-78/79,SUGAR 500GMS ,Health and Hygiene,PC,5,29.56,7.39,147.8,155.19,panga
07/02/2019,SI708-BNY-78/79,ANANTA BHOG MAIDA 1KG,Others,PC,10,79.39,39.695,793.9,833.595,panga
03/22/2019,SI709-BNY-78/79,ROSE PIN KHOPA,Soft Drinks,PC,6,37.02,11.106,222.12,233.226,panga
03/30/2019,SI709-BNY-78/79,CURRENT NOODLES HOT N LEMON 100GMS,Breakfast,PC,8,72.57,29.028,580.56,609.588,panga
12/02/2019,SI709-BNY-78/79,QIAOSHENMEILI PANTY,Meat,PC,10,60.38,30.19,603.8,633.99,panga
02/28/2019,SI709-BNY-78/79,KAJAL PENCIL,Frozen Foods,PC,10,41.09,20.545,410.9,431.445,panga
03/20/2019,SI709-BNY-78/79,KAAYA BINDI BEAUTY,Fruits and Vegetables,PC,8,75.92,30.368,607.36,637.728,panga
01/21/2019,SI709-BNY-78/79,BALLOON LOCOLOCO,Baking Goods,PC,1,98.13,4.9065,98.13,103.0365,panga
03/25/2019,SI709-BNY-78/79,LIFEBUOY TOTAL ACTIVE SILVER95GM*4PCS,Hard Drinks,PC,2,93.31,9.331,186.62,195.951,panga
08/01/2019,SI709-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 500GMS,Household,kg,3,48.5,7.275,145.5,152.775,panga
03/29/2019,SI709-BNY-78/79,CELLO SUNFLOWER OIL 500ML ,Soft Drinks,PC,5,61.29,15.3225,306.45,321.7725,panga
01/26/2019,SI709-BNY-78/79,HAPPY BIRTHDAY BANER,Baking Goods,PKT,5,51.54,12.885,257.7,270.585,panga
02/22/2019,SI709-BNY-78/79,GHAILA MUSTARD OIL 500ML ,Household,CASE,9,54.31,24.4395,488.79,513.2295,panga
05/02/2019,SI709-BNY-78/79,HAIR BIN BOX PVS-137,Frozen Foods,PC,9,58.24,26.208,524.16,550.368,panga
04/02/2019,SI709-BNY-78/79,COTTON BUDS DORIA,Dairy,PC,2,72.04,7.204,144.08,151.284,panga
03/14/2019,SI709-BNY-78/79,AAYO NOON 1KG,Household,PC,9,21.58,9.711,194.22,203.931,panga
03/20/2019,SI709-BNY-78/79,MOTI CHIMTY TRIANGLE,Fruits and Vegetables,PC,2,99.25,9.925,198.5,208.425,panga
01/29/2019,SI709-BNY-78/79,VIM BAR 90GMS,Household,PC,10,26.67,13.335,266.7,280.035,panga
02/20/2019,SI710-BNY-78/79,NEBICO COCONUT CRUNCHES 75GMS,Fruits and Vegetables,PC,4,60.3,12.06,241.2,253.26,panga
03/15/2019,SI710-BNY-78/79, BMG MIX MASALA POWDER WT 50 GM,Health and Hygiene,kg,3,96.8,14.52,290.4,304.92,panga
08/02/2019,SI710-BNY-78/79,LOCAL KISMIS 100GM,Household,PC,4,31.75,6.35,127,133.35,panga
01/24/2019,SI711-BNY-78/79,DABUR RED TOOTHPASTE 80GMS,Fruits and Vegetables,PC,3,93.22,13.983,279.66,293.643,panga
01/13/2019,SI712-BNY-78/79,PATANJALI ACTIVE CARE BRUSH ,Frozen Foods,PC,6,72.6,21.78,435.6,457.38,panga
02/16/2019,SI713-BNY-78/79,PARLE 20-20 BUTTER COOKIES 40GMS ,Frozen Foods,PC,1,91.35,4.5675,91.35,95.9175,panga
01/26/2019,SI713-BNY-78/79,NEBICO STAY-FIT SUGAR FREE 75GMS,Others,PC,2,78.88,7.888,157.76,165.648,panga
03/14/2019,SI713-BNY-78/79,TWINKLE LADIES COMB,Canned,PC,10,82.58,41.29,825.8,867.09,panga
08/03/2019,SI713-BNY-78/79,PATANJALI GREEN CHIILI PICKLE 400GMS,Dairy,PC,5,17.63,4.4075,88.15,92.5575,panga
03/20/2019,SI713-BNY-78/79,LOCAL KISMIS 100GM,Frozen Foods,PC,1,33.63,1.6815,33.63,35.3115,panga
01/22/2019,SI713-BNY-78/79,CADBURY DAIRY MILK 6.6GMS ,Fruits and Vegetables,PC,6,55.81,16.743,334.86,351.603,panga
03/02/2019,SI713-BNY-78/79,AZZABKO STRAWBERRY 100ML,Frozen Foods,PC,3,42.97,6.4455,128.91,135.3555,panga
03/30/2019,SI714-BNY-78/79,HIMALAYA MEN  POWER GLOW LICORICE FACE WASH 100ML,Fruits and Vegetables,PC,2,93.4,9.34,186.8,196.14,panga
02/24/2019,SI714-BNY-78/79,FASHION MASK ,Frozen Foods,PC,2,83.77,8.377,167.54,175.917,panga
12/02/2019,SI715-BNY-78/79,PARLE TOP 200GMS,Others,PC,1,39.48,1.974,39.48,41.454,panga
06/01/2019,SI715-BNY-78/79,BRITANNIA GOOD DAY NUT COOKIES ,Fruits and Vegetables,PC,9,80.47,36.2115,724.23,760.4415,panga
02/03/2019,SI715-BNY-78/79,LOCAL PISTA 100GM,Baking Goods,PC,9,88.39,39.7755,795.51,835.2855,panga
03/29/2019,SI715-BNY-78/79,LOCAL KISMIS 100GM,Canned,PC,7,71.77,25.1195,502.39,527.5095,panga
02/02/2019,SI716-BNY-78/79,BMG CUMUIN POWDER 100GM ,Frozen Foods,kg,7,25.56,8.946,178.92,187.866,panga
09/03/2019,SI716-BNY-78/79,PARLE TOP 200GMS,Soft Drinks,PC,7,52.18,18.263,365.26,383.523,panga
02/13/2019,SI716-BNY-78/79,BAMBINO MIXED VEGETABLE SOUP  POWDER 45GMS,Canned,PC,6,13.69,4.107,82.14,86.247,panga
03/16/2019,SI716-BNY-78/79,KELLOGGS CHOCOS 26GMS,Dairy,PC,4,95.64,19.128,382.56,401.688,panga
03/01/2019,SI716-BNY-78/79,KELLOGG CHOCOS DUET 375GMS POUCH,Frozen Foods,PC,1,93.38,4.669,93.38,98.049,panga
02/23/2019,SI716-BNY-78/79,GUSTOZIO CHICKEN SOUP POWDER 42GMS,Health and Hygiene,PC,9,75.59,34.0155,680.31,714.3255,panga
01/14/2019,SI716-BNY-78/79,MUSURO DAAL NON-POLISHED SMALL 1KG,Fruits and Vegetables,kg,1,17.75,0.8875,17.75,18.6375,panga
02/25/2019,SI716-BNY-78/79,SANCHO FEEL THE RELIEF ,Snack Foods,PC,4,62.57,12.514,250.28,262.794,panga
09/01/2019,SI716-BNY-78/79,NEBICO BUTTER CRACKER 50GMS,Canned,PC,8,11.85,4.74,94.8,99.54,panga
02/28/2019,SI716-BNY-78/79,BAMBINO MUSHRROM SOUP POWDER 45GMS,Dairy,PC,1,60.3,3.015,60.3,63.315,panga
02/16/2019,SI716-BNY-78/79,HULAS KURUM KURUM CHIURA 1KG,Meat,kg,9,36.51,16.4295,328.59,345.0195,panga
01/01/2019,SI716-BNY-78/79,DABUR RED TOOTHPASTE 175GMS,Fruits and Vegetables,PC,8,21.12,8.448,168.96,177.408,panga
02/15/2019,SI716-BNY-78/79,BUBBLE,Canned,PC,6,57.59,17.277,345.54,362.817,panga
12/01/2019,SI716-BNY-78/79,NGPL HERB YUKT DISHWASH BAR 175GMS,Others,PC,7,51.07,17.8745,357.49,375.3645,panga
01/28/2019,SI717-BNY-78/79,CHANA 1KG,Snack Foods,kg,10,21.43,10.715,214.3,225.015,panga
02/25/2019,SI717-BNY-78/79,MAAS DAAL 1KG,Dairy,PC,1,39.75,1.9875,39.75,41.7375,panga
07/02/2019,SI717-BNY-78/79,YELLOW PEAS 1KG,Fruits and Vegetables,kg,8,57.91,23.164,463.28,486.444,panga
06/03/2019,SI718-BNY-78/79,CADBURY ORIGINAL (VANILLA) 46.3GMS,Soft Drinks,PC,5,28.38,7.095,141.9,148.995,panga
08/02/2019,SI718-BNY-78/79,ACE MANGO TANGO 200GM,Dairy,PC,6,16.37,4.911,98.22,103.131,panga
09/02/2019,SI719-BNY-78/79,NEBICO CASHEW COOKIES PLATINUM SERIES 150GMS,Fruits and Vegetables,PC,6,65.91,19.773,395.46,415.233,panga
07/02/2019,SI719-BNY-78/79,AZZABKO CONE VANILLA CRUNCH DELIGHT 80ML,Snack Foods,PC,6,46.02,13.806,276.12,289.926,panga
01/26/2019,SI720-BNY-78/79,PAMPER PANT 21 XL ,Snack Foods,PC,7,87.08,30.478,609.56,640.038,panga
02/02/2019,SI721-BNY-78/79,NOBLE ADMIRABLE POWER BULET 125 POWER ,Hard Drinks,PC,2,56.11,5.611,112.22,117.831,panga
03/16/2019,SI722-BNY-78/79,LOCAL MEDIUM MUSURO DAAL 1 KG,Snack Foods,PKT,2,15.37,1.537,30.74,32.277,panga
03/02/2019,SI722-BNY-78/79,SHARMA'S SIDDE NUN 60GM,Breakfast,PKT,7,91.4,31.99,639.8,671.79,panga
12/03/2019,SI722-BNY-78/79,SHARMA'S KALO NUN 100GM,Dairy,PKT,6,30.61,9.183,183.66,192.843,panga
11/02/2019,SI723-BNY-78/79,VIM BAR 90GMS,Fruits and Vegetables,PC,10,62.12,31.06,621.2,652.26,panga
09/03/2019,SI724-BNY-78/79,BRITANNIA VITA MARIE GOLD 300GM,Snack Foods,PC,5,48.91,12.2275,244.55,256.7775,panga
03/25/2019,SI724-BNY-78/79,BAMBINO MIXED VEGETABLE SOUP  POWDER 45GMS,Health and Hygiene,PC,5,76.52,19.13,382.6,401.73,panga
03/26/2019,SI724-BNY-78/79,BRITANNIA TIGER KRUNCH CHOCOCHIPS 50GMS,Snack Foods,PC,1,48.71,2.4355,48.71,51.1455,panga
01/03/2019,SI725-BNY-78/79,MUNAYCITO DISH WASH PAD,Frozen Foods,PC,9,78.55,35.3475,706.95,742.2975,panga
03/03/2019,SI725-BNY-78/79,DETTOL SOAP BUY 4 GET 1 INTENSE COOL 125GMS,Hard Drinks,PC,10,81.97,40.985,819.7,860.685,panga
02/18/2019,SI726-BNY-78/79,AZZABKO CHOCO BAR 60ML,Snack Foods,PC,3,90.22,13.533,270.66,284.193,panga
01/25/2019,SI727-BNY-78/79,CYCLE NO.666,Soft Drinks,PC,10,90.5,45.25,905,950.25,panga
01/16/2019,SI728-BNY-78/79,CENTURY TURMERIC POWDER 200GMS ,Soft Drinks,PC,10,95.58,47.79,955.8,1003.59,panga
03/03/2019,SI728-BNY-78/79,ENEGA HAIR COLOR 8.1 GOLDEN BLONDE,Fruits and Vegetables,PKT,8,20.85,8.34,166.8,175.14,panga
09/02/2019,SI728-BNY-78/79,PRASSANSHA BREAD RUSK LOW FAT,Household,PC,7,64.26,22.491,449.82,472.311,panga
01/23/2019,SI728-BNY-78/79,AAYO NOON 1KG,Meat,PC,8,38.47,15.388,307.76,323.148,panga
03/26/2019,SI729-BNY-78/79,GILLETTE WINNER STAINLESS STEEL BLADES,Breakfast,PC,2,43.7,4.37,87.4,91.77,panga
01/14/2019,SI730-BNY-78/79,PAYO POTATO CHIPS CREAM AND ONION FLAVOUR 25GM,Frozen Foods,PKT,7,61.41,21.4935,429.87,451.3635,panga
02/17/2019,SI730-BNY-78/79,EMPEROR 24 CARAT 180ML,Fruits and Vegetables,PC,5,11.81,2.9525,59.05,62.0025,panga
03/20/2019,SI731-BNY-78/79,IT'S BETTER BAIDA LIGHTER,Snack Foods,PC,10,70.99,35.495,709.9,745.395,panga
03/24/2019,CN8-BNY-78/79,IT'S BETTER BAIDA LIGHTER,Snack Foods,PC,1,74.86,3.743,74.86,78.603,panga
03/29/2019,SI732-BNY-78/79,NMC NAUNI GHIU 500GM,Snack Foods,kg,4,28.84,5.768,115.36,121.128,panga
02/25/2019,SI732-BNY-78/79,FASHION MASK ,Others,PC,1,48.61,2.4305,48.61,51.0405,panga
02/14/2019,SI733-BNY-78/79,PRASANSHA BAKERY BISCUITE ,Fruits and Vegetables,PKT,2,99.37,9.937,198.74,208.677,panga
10/01/2019,SI733-BNY-78/79,CURRENT NOODLES HOT N LEMON 100GMS,Health and Hygiene,PC,5,74.79,18.6975,373.95,392.6475,panga
12/03/2019,SI733-BNY-78/79,BAMBINO MIXED VEGETABLE SOUP  POWDER 45GMS,Household,PC,4,94.26,18.852,377.04,395.892,panga
01/29/2019,SI733-BNY-78/79,GOODLIFE TOP BUTTER & CHEESE CRACKERS PKT 200+20 GM,Canned,PKT,6,42.08,12.624,252.48,265.104,panga
11/03/2019,SI734-BNY-78/79,ANANTA BHOG MAIDA 1KG,Household,PC,6,46.77,14.031,280.62,294.651,panga
09/03/2019,SI735-BNY-78/79,SHARMA'S DHANIYA 100GM,Baking Goods,kg,1,16.28,0.814,16.28,17.094,panga
01/15/2019,SI735-BNY-78/79,RUBBER BOX A,Household,PC,5,17.44,4.36,87.2,91.56,panga
03/02/2019,SI735-BNY-78/79,HULAS KURUM KURUM CHIURA 1KG,Fruits and Vegetables,kg,5,40.52,10.13,202.6,212.73,panga
02/02/2019,SI735-BNY-78/79,ACE ORANGE TANGO 200GM,Frozen Foods,PC,8,65.97,26.388,527.76,554.148,panga
01/30/2019,SI735-BNY-78/79,LIFE CHAMAL PITHO 1KG,Household,PC,1,22.96,1.148,22.96,24.108,panga
01/01/2019,SI735-BNY-78/79,GHAILA MUSTARD OIL 500ML ,Snack Foods,CASE,2,62.87,6.287,125.74,132.027,panga
07/01/2019,SI736-BNY-78/79,KARMACHARYA DIGESTIVE BISCUITS 200GMS,Soft Drinks,PC,3,27.22,4.083,81.66,85.743,panga
03/14/2019,SI736-BNY-78/79,NMC YOGHURT 500ML,Baking Goods,PC,10,59.61,29.805,596.1,625.905,panga
03/30/2019,SI736-BNY-78/79,NMC YOGHURT 1000ML,Snack Foods,PC,6,70.21,21.063,421.26,442.323,panga
02/24/2019,SI737-BNY-78/79,JULPAN MURI 3KG,Meat,kg,10,24.74,12.37,247.4,259.77,panga
03/13/2019,SI737-BNY-78/79,AZZABKO STRAWBERRY 100ML,Frozen Foods,PC,2,72.88,7.288,145.76,153.048,panga
01/21/2019,SI738-BNY-78/79,NMC NAUNI GHIU 500GM,Household,kg,1,68.98,3.449,68.98,72.429,panga
03/23/2019,SI739-BNY-78/79,KALPA ATTA 5 KG ,Baking Goods,PC,7,55.61,19.4635,389.27,408.7335,panga
